experiment,dims,pca_MAP,pca_NDCG@10,pca_SimGap,pca_RelSim,pca_IrrelSim,base_MAP,base_NDCG@10,base_SimGap,base_RelSim,base_IrrelSim,map_gain_over_baseline
H1_PCA,16,0.8071262288057337,0.8718408192469536,0.6088004000484943,0.557261049747467,-0.0515393503010273,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,-0.06784196961996414
H1_PCA,32,0.9103244216664776,0.9477288209384664,0.5425420440733433,0.49645450711250305,-0.046087536960840225,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,0.035356223240779805
H1_PCA,48,0.9082912286075941,0.9388063169942505,0.48687462508678436,0.4452546238899231,-0.04162000119686127,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,0.03332303018189631
H1_PCA,64,0.9011453740404688,0.9412096780222866,0.44471827149391174,0.4065588116645813,-0.038159459829330444,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,0.026177175614770953
H1_PCA,96,0.8982295510196933,0.9342067779114729,0.39755450189113617,0.3632543683052063,-0.03430013358592987,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,0.02326135259399542
H1_PCA,128,0.8956202186419107,0.9342855711777004,0.3687366470694542,0.3368261158466339,-0.03191053122282028,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,0.02065202021621282
H1_PCA,192,0.8937895134074513,0.92731946634295,0.3349030166864395,0.3056582510471344,-0.029244765639305115,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,0.018821314981753434
H1_PCA,256,0.8970400740671843,0.9359313958116358,0.3159277457743883,0.2881605327129364,-0.027767213061451912,0.8749681984256978,0.9234547154348641,0.24997246265411377,0.41981473565101624,0.16984227299690247,0.022071875641486494
