Dims,Method,MAP,NDCG@10,MeanRelSim,MeanIrrelSim,SimGap
1536,Baseline (no PCA),0.9567063492063493,0.9830134381131963,0.4840262234210968,0.16369079053401947,0.3203354477882385
32,PCA-32,0.9710052910052911,0.9822940994100404,0.5179688930511475,-0.07305119186639786,0.5910201072692871
64,PCA-64,0.9633465608465608,0.9873240145391083,0.3792825937271118,-0.05646783113479614,0.43575042486190796
